time,sensor_scenario,compartment/leaf_temperature,compartment/air_temperature,deltaT_raw
2024-09-07 03:40:00,noise_5,23.962170151228577,21.097364458866124,2.8648056923624523
2024-09-07 03:50:00,noise_5,24.056911620662174,21.15433107861519,2.9025805420469837
2024-09-07 04:00:00,noise_5,24.021866054484256,21.51415932824284,2.507706726241416
2024-09-07 04:10:00,noise_5,24.01248433881841,21.2418512978882,2.7706330409302105
2024-09-07 04:20:00,noise_5,24.07315888688747,21.33079165219569,2.7423672346917805
2024-09-07 04:30:00,noise_5,24.109345458713577,21.115085415417592,2.9942600432959843
2024-09-07 04:40:00,noise_5,23.803543892243457,21.105790495612155,2.6977533966313025
2024-09-07 04:50:00,noise_5,24.070612473501537,21.333392554952717,2.7372199185488206
2024-09-07 05:00:00,noise_5,24.018694396288907,21.44097760786254,2.5777167884263683
2024-09-07 05:10:00,noise_5,24.191070751926915,21.176310687430878,3.0147600644960377
2024-09-07 05:20:00,noise_5,24.197200074259715,21.156623293831455,3.0405767804282604
2024-09-07 05:30:00,noise_5,24.39897427783101,21.201806181224427,3.197168096606582
2024-09-07 05:40:00,noise_5,24.37607688597056,21.26660467762662,3.109472208343938
2024-09-07 05:50:00,noise_5,24.045691677757027,21.304134885402604,2.741556792354423
2024-09-07 06:00:00,noise_5,23.88221983508466,21.749868299567716,2.1323515355169427
2024-09-07 06:10:00,noise_5,23.882720439547693,21.544949638812046,2.3377708007356475
2024-09-07 06:20:00,noise_5,23.210919492679015,21.07170381566047,2.1392156770185444
2024-09-07 06:30:00,noise_5,23.284601181149526,20.469650769675688,2.8149504114738377
2024-09-07 06:40:00,noise_5,23.192789065940616,20.40899447604246,2.7837945898981573
2024-09-07 06:50:00,noise_5,23.24548190199298,20.705687158027203,2.5397947439657784
2024-09-07 07:00:00,noise_5,23.53711261367004,20.55588070706048,2.9812319066095583
2024-09-07 07:10:00,noise_5,23.669373248004216,20.710576894374714,2.958796353629502
2024-09-07 07:20:00,noise_5,24.072602543436968,20.951524682659628,3.1210778607773406
2024-09-07 07:30:00,noise_5,23.853684570273927,21.093891779714504,2.7597927905594233
2024-09-07 07:40:00,noise_5,23.835295583761162,21.223725137313863,2.611570446447299
2024-09-07 07:50:00,noise_5,25.014492752608486,21.718407132960127,3.296085619648359
2024-09-07 08:00:00,noise_5,25.573828054537156,22.577423440531014,2.996404614006142
2024-09-07 08:10:00,noise_5,24.85288060861809,21.884125769453536,2.9687548391645535
2024-09-07 08:20:00,noise_5,25.231750283155442,22.101690064835935,3.1300602183195068
2024-09-07 08:30:00,noise_5,25.198447912954432,21.78321599351556,3.4152319194388703
2024-09-07 08:40:00,noise_5,24.752910884564237,21.69452403342346,3.058386851140778
2024-09-07 08:50:00,noise_5,24.454940263672924,22.20672440469176,2.2482158589811654
2024-09-07 09:00:00,noise_5,25.250698019595443,21.997960619192312,3.252737400403131
2024-09-07 09:10:00,noise_5,26.1991783340647,22.37532015150496,3.823858182559743
2024-09-07 09:20:00,noise_5,28.061252468540623,23.360639702301434,4.700612766239189
2024-09-07 09:30:00,noise_5,26.381342553646455,23.43090664153968,2.9504359121067765
2024-09-07 09:40:00,noise_5,26.709033364939536,23.723227331606026,2.9858060333335104
2024-09-07 09:50:00,noise_5,27.454054798742245,24.39651805027163,3.057536748470614
2024-09-07 10:00:00,noise_5,29.421762193865703,24.477738913049595,4.944023280816108
2024-09-07 10:10:00,noise_5,29.239043180694303,24.820396746274874,4.418646434419429
2024-09-07 10:20:00,noise_5,28.073082449113237,24.975085279487303,3.097997169625934
2024-09-07 10:30:00,noise_5,29.405100384665865,25.20078406697253,4.204316317693333
2024-09-07 10:40:00,noise_5,29.672869972048506,25.20172609559965,4.471143876448856
2024-09-07 10:50:00,noise_5,28.32587809626487,25.347493983717463,2.978384112547406
